ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge,payment_type
T09654,2.0,2021-07-07 05:10:46,2021-07-07 05:18:49,N,1.0,83,157,1.0,1.87,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T01334,1.0,2021-07-01 17:25:48,2021-07-01 17:40:26,N,1.0,97,225,1.0,2.2,11.0,1.0,0.5,4.0,0.0,,0.3,16.8,1.0,0.0,1.0
T03765,2.0,2021-07-02 21:05:48,2021-07-02 21:08:23,N,1.0,74,74,1.0,0.49,4.0,0.5,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T03607,1.0,2021-07-02 19:00:26,2021-07-02 19:15:36,N,1.0,65,17,1.0,2.0,11.0,1.0,0.5,3.2,0.0,,0.3,16.0,1.0,0.0,1.0
T06590,2.0,2021-07-05 08:12:44,2021-07-05 08:22:33,N,1.0,7,237,1.0,2.99,10.5,0.0,0.5,4.22,0.0,,0.3,18.27,1.0,2.75,1.0
T08076,2.0,2021-07-06 09:22:20,2021-07-06 09:36:54,N,1.0,42,74,1.0,1.52,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,2.0
T06961,1.0,2021-07-05 14:54:17,2021-07-05 15:19:20,N,1.0,33,138,2.0,10.0,31.5,0.5,0.5,5.0,0.0,,0.3,37.8,1.0,0.0,1.0
T00400,2.0,2021-07-01 09:21:00,2021-07-01 09:28:35,N,1.0,74,42,1.0,1.01,7.0,0.0,0.5,1.95,0.0,,0.3,9.75,1.0,0.0,1.0
T08339,2.0,2021-07-06 11:38:00,2021-07-06 11:47:06,N,1.0,74,75,1.0,1.51,8.0,0.0,0.5,2.2,0.0,,0.3,11.0,1.0,0.0,1.0
T07652,2.0,2021-07-05 21:00:30,2021-07-05 21:09:48,N,1.0,145,7,1.0,2.06,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1.0,0.0,1.0
T04326,2.0,2021-07-03 12:13:08,2021-07-03 12:22:01,N,1.0,74,263,1.0,1.86,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0,1.0
T00820,2.0,2021-07-01 13:09:45,2021-07-01 13:15:32,N,1.0,75,75,1.0,0.64,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T00557,2.0,2021-07-01 11:19:15,2021-07-01 11:26:03,N,1.0,74,262,1.0,1.67,7.5,0.0,0.5,3.32,0.0,,0.3,14.37,1.0,2.75,1.0
T09272,2.0,2021-07-06 18:35:02,2021-07-06 19:03:04,N,1.0,97,14,1.0,7.06,25.0,1.0,0.5,4.0,0.0,,0.3,30.8,1.0,0.0,1.0
T01435,2.0,2021-07-01 17:13:05,2021-07-01 17:38:16,N,1.0,74,143,1.0,4.17,18.0,1.0,0.5,3.38,0.0,,0.3,25.93,1.0,2.75,1.0
T02941,2.0,2021-07-02 15:26:33,2021-07-02 15:36:45,N,1.0,116,42,1.0,1.4,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0,1.0
T07382,1.0,2021-07-05 18:27:37,2021-07-05 18:40:02,N,1.0,95,216,1.0,3.9,14.0,0.0,0.5,2.95,0.0,,0.3,17.75,1.0,0.0,1.0
T07476,2.0,2021-07-05 19:52:23,2021-07-05 20:01:18,N,1.0,244,42,1.0,1.86,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0,2.0
T04479,2.0,2021-07-03 13:49:08,2021-07-03 15:13:00,N,1.0,101,182,1.0,24.75,84.5,0.0,0.5,0.0,6.55,,0.3,91.85,1.0,0.0,1.0
T07001,2.0,2021-07-05 14:29:57,2021-07-05 14:41:25,N,1.0,130,138,1.0,6.41,18.5,0.0,0.5,0.05,0.0,,0.3,19.35,1.0,0.0,1.0
T01892,2.0,2021-07-01 23:20:47,2021-07-01 23:32:23,N,1.0,74,151,1.0,2.27,10.5,0.5,0.5,2.95,0.0,,0.3,14.75,1.0,0.0,1.0
T05942,2.0,2021-07-04 14:13:24,2021-07-04 14:42:52,N,1.0,74,184,1.0,10.56,34.0,0.0,0.5,0.0,0.0,,0.3,34.8,1.0,0.0,2.0
T06214,1.0,2021-07-04 18:36:06,2021-07-04 18:45:11,N,1.0,33,209,2.0,2.0,9.5,2.75,0.5,1.31,0.0,,0.3,14.36,1.0,2.75,1.0
T03322,2.0,2021-07-02 17:11:00,2021-07-02 17:24:09,N,1.0,41,116,1.0,2.25,10.5,1.0,0.5,2.46,0.0,,0.3,14.76,1.0,0.0,1.0
T04405,2.0,2021-07-03 13:15:05,2021-07-03 13:40:59,N,1.0,75,13,1.0,9.28,30.0,0.0,0.5,5.37,0.0,,0.3,38.92,1.0,2.75,1.0
T05329,2.0,2021-07-04 00:38:35,2021-07-04 00:44:18,N,1.0,78,169,2.0,1.0,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T01791,2.0,2021-07-01 21:32:20,2021-07-01 21:44:26,N,1.0,82,173,5.0,1.77,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T05293,2.0,2021-07-03 23:09:17,2021-07-03 23:14:45,N,1.0,74,42,1.0,0.98,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T07141,2.0,2021-07-05 16:37:42,2021-07-05 16:44:08,N,1.0,52,33,1.0,1.14,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T00207,1.0,2021-07-01 08:47:56,2021-07-01 09:11:39,N,1.0,244,161,1.0,0.0,22.2,0.0,0.5,0.0,0.0,,0.3,23.0,1.0,0.0,1.0
T01361,2.0,2021-07-01 17:40:33,2021-07-01 17:51:02,N,1.0,7,7,1.0,1.02,8.0,1.0,0.5,1.2,0.0,,0.3,11.0,1.0,0.0,1.0
T07601,2.0,2021-07-05 20:13:35,2021-07-05 20:21:41,N,1.0,260,7,1.0,1.72,8.0,0.5,0.5,2.0,0.0,,0.3,11.3,1.0,0.0,1.0
T01096,2.0,2021-07-01 15:40:11,2021-07-01 15:57:43,N,1.0,166,116,1.0,1.67,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,2.0
T05817,2.0,2021-07-04 14:31:32,2021-07-04 14:42:22,N,1.0,75,229,1.0,3.13,11.0,0.0,0.5,2.91,0.0,,0.3,17.46,1.0,2.75,1.0
T07518,2.0,2021-07-05 19:16:32,2021-07-05 19:58:02,N,1.0,23,5,1.0,23.42,65.5,0.0,0.5,0.0,13.1,,0.3,79.4,1.0,0.0,1.0
T02088,2.0,2021-07-02 07:49:12,2021-07-02 07:56:56,N,1.0,236,141,1.0,2.02,8.5,0.0,0.5,3.01,0.0,,0.3,15.06,1.0,2.75,1.0
T05515,1.0,2021-07-04 09:21:11,2021-07-04 09:39:18,N,1.0,69,43,3.0,3.5,14.5,0.0,0.5,0.0,0.0,,0.3,15.3,1.0,0.0,2.0
T09277,2.0,2021-07-06 18:44:51,2021-07-06 18:54:32,N,1.0,97,49,1.0,1.28,7.5,1.0,0.5,3.7,0.0,,0.3,13.0,1.0,0.0,1.0
T03131,2.0,2021-07-02 16:23:26,2021-07-02 16:30:46,N,1.0,196,95,1.0,0.92,6.5,1.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T08906,2.0,2021-07-06 16:11:19,2021-07-06 16:24:21,N,1.0,244,166,1.0,2.84,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0,2.0
T06003,1.0,2021-07-04 16:18:21,2021-07-04 16:36:53,N,1.0,42,238,1.0,2.3,14.0,2.75,0.5,0.02,0.0,,0.3,17.57,1.0,2.75,1.0
T06041,2.0,2021-07-04 16:35:59,2021-07-04 16:47:21,N,1.0,42,244,1.0,1.82,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0,1.0
T05589,2.0,2021-07-04 10:44:56,2021-07-04 10:52:20,N,1.0,41,42,1.0,1.78,8.0,0.0,0.5,2.64,0.0,,0.3,11.44,1.0,0.0,1.0
T03467,2.0,2021-07-02 18:01:40,2021-07-02 18:12:23,N,1.0,95,135,1.0,2.14,9.5,1.0,0.5,2.26,0.0,,0.3,13.56,1.0,0.0,1.0
T02003,2.0,2021-07-02 06:23:24,2021-07-02 06:31:16,N,1.0,75,74,1.0,2.07,9.0,0.0,0.5,1.0,0.0,,0.3,10.8,1.0,0.0,1.0
T09915,2.0,2021-07-07 09:31:49,2021-07-07 09:44:21,N,1.0,33,181,1.0,2.29,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T00778,1.0,2021-07-01 12:58:02,2021-07-01 13:08:12,N,1.0,41,75,1.0,1.4,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T02102,2.0,2021-07-02 08:22:31,2021-07-02 08:40:33,N,1.0,7,135,1.0,8.03,24.5,0.0,0.5,0.0,0.0,,0.3,25.3,1.0,0.0,2.0
T09549,2.0,2021-07-06 22:11:30,2021-07-06 22:15:41,N,1.0,75,236,5.0,0.76,5.0,0.5,0.5,1.81,0.0,,0.3,10.86,1.0,2.75,1.0
T06101,2.0,2021-07-04 14:29:50,2021-07-04 14:41:21,N,1.0,184,213,1.0,6.7,19.0,0.0,0.5,0.0,0.0,,0.3,19.8,1.0,0.0,2.0
T02721,2.0,2021-07-02 13:11:42,2021-07-02 13:17:17,N,1.0,41,74,1.0,0.89,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T03846,2.0,2021-07-02 23:01:47,2021-07-02 23:08:03,N,1.0,130,215,1.0,1.24,6.5,0.5,0.5,0.01,0.0,,0.3,7.81,1.0,0.0,1.0
T04118,2.0,2021-07-03 09:48:19,2021-07-03 10:01:27,N,1.0,188,37,6.0,2.92,12.0,0.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,1.0
T03313,2.0,2021-07-02 17:19:27,2021-07-02 17:26:22,N,1.0,75,151,6.0,1.59,7.5,1.0,0.5,2.32,0.0,,0.3,11.62,1.0,0.0,1.0
T03218,2.0,2021-07-02 16:20:10,2021-07-02 16:26:53,N,1.0,75,75,1.0,0.75,6.0,1.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,1.0
T08328,2.0,2021-07-06 11:19:26,2021-07-06 11:21:45,N,1.0,74,74,1.0,0.29,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0,2.0
T04259,2.0,2021-07-03 11:32:15,2021-07-03 12:03:44,N,1.0,169,74,1.0,5.56,23.0,0.0,0.5,0.0,0.0,,0.3,23.8,1.0,0.0,1.0
T08046,2.0,2021-07-06 08:25:00,2021-07-06 08:32:54,N,1.0,74,74,1.0,0.47,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0,1.0
T09137,2.0,2021-07-06 17:44:10,2021-07-06 17:52:33,N,1.0,43,43,1.0,1.79,8.0,1.0,0.5,2.51,0.0,,0.3,15.06,1.0,2.75,1.0
T02703,2.0,2021-07-02 12:06:19,2021-07-02 12:19:34,N,1.0,75,237,2.0,1.93,10.5,0.0,0.5,0.0,0.0,,0.3,14.05,1.0,2.75,2.0
T06923,2.0,2021-07-05 13:18:01,2021-07-05 14:28:35,N,1.0,82,138,1.0,4.74,15.5,0.0,0.5,3.26,0.0,,0.3,19.56,1.0,0.0,1.0
T01108,2.0,2021-07-01 15:46:25,2021-07-01 15:55:43,N,1.0,75,74,1.0,1.39,8.0,0.0,0.5,0.01,0.0,,0.3,8.81,1.0,0.0,1.0
T05238,2.0,2021-07-03 21:07:26,2021-07-03 21:46:28,N,1.0,51,265,1.0,25.05,71.5,0.5,0.5,0.0,0.0,,0.3,72.8,1.0,0.0,1.0
T02138,2.0,2021-07-02 08:59:15,2021-07-02 09:09:42,N,1.0,65,45,1.0,2.27,10.5,0.0,0.5,0.0,0.0,,0.3,14.05,1.0,2.75,2.0
T06196,2.0,2021-07-04 18:21:19,2021-07-04 18:28:21,N,1.0,74,236,1.0,2.17,8.0,0.0,0.5,3.46,0.0,,0.3,15.01,1.0,2.75,1.0
T07318,2.0,2021-07-05 17:04:09,2021-07-05 17:14:05,N,1.0,82,157,1.0,2.11,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,2.0
T04937,1.0,2021-07-03 18:00:37,2021-07-03 18:07:10,N,1.0,82,82,3.0,0.7,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T06313,2.0,2021-07-04 20:52:45,2021-07-04 21:04:19,N,1.0,7,223,1.0,1.86,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T04004,2.0,2021-07-03 07:36:08,2021-07-03 07:38:25,N,1.0,74,41,1.0,0.44,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0,2.0
T02705,2.0,2021-07-02 12:42:36,2021-07-02 12:51:10,N,1.0,75,236,1.0,0.96,7.0,0.0,0.5,0.0,0.0,,0.3,10.55,1.0,2.75,2.0
T07700,2.0,2021-07-05 21:18:23,2021-07-05 21:38:33,N,1.0,95,38,1.0,11.06,32.0,0.5,0.5,0.0,0.0,,0.3,33.3,1.0,0.0,2.0
T07410,2.0,2021-07-05 18:03:42,2021-07-05 18:07:56,N,1.0,75,75,1.0,0.54,4.5,0.0,0.5,2.8,0.0,,0.3,8.1,1.0,0.0,1.0
T08953,1.0,2021-07-06 16:34:58,2021-07-06 16:42:12,N,1.0,75,151,2.0,1.2,7.0,1.0,0.5,3.2,0.0,,0.3,12.0,1.0,0.0,1.0
T09982,2.0,2021-07-07 09:24:58,2021-07-07 09:55:57,N,1.0,75,186,1.0,4.4,22.0,0.0,0.5,5.11,0.0,,0.3,30.66,1.0,2.75,1.0
T07257,2.0,2021-07-05 17:07:44,2021-07-05 17:23:50,N,1.0,41,263,1.0,2.77,13.0,1.0,0.5,3.51,0.0,,0.3,21.06,1.0,2.75,1.0
T03141,2.0,2021-07-02 16:01:38,2021-07-02 16:54:57,N,1.0,197,22,1.0,21.26,62.5,1.0,0.5,0.0,0.0,,0.3,64.3,1.0,0.0,1.0
T00382,2.0,2021-07-01 10:02:03,2021-07-01 10:15:21,N,1.0,75,166,1.0,1.67,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,2.0
T00737,1.0,2021-07-01 12:33:06,2021-07-01 12:39:47,N,1.0,95,28,1.0,1.6,7.5,0.0,0.5,2.05,0.0,,0.3,10.35,1.0,0.0,1.0
T08392,2.0,2021-07-06 11:49:06,2021-07-06 11:51:25,N,1.0,74,263,1.0,0.92,4.5,0.0,0.5,0.0,0.0,,0.3,8.05,1.0,2.75,2.0
T03165,2.0,2021-07-02 16:50:29,2021-07-02 16:57:57,N,1.0,97,25,1.0,0.29,6.0,1.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T00441,2.0,2021-07-01 10:13:03,2021-07-01 10:16:34,N,1.0,74,74,1.0,0.69,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T05954,2.0,2021-07-04 15:02:08,2021-07-04 15:31:34,N,1.0,216,61,1.0,7.84,27.0,0.0,0.5,0.0,0.0,,0.3,27.8,1.0,0.0,1.0
T07812,2.0,2021-07-06 01:25:22,2021-07-06 01:51:35,N,1.0,97,130,1.0,13.64,39.5,0.5,0.5,8.16,0.0,,0.3,48.96,1.0,0.0,1.0
T08371,2.0,2021-07-06 11:11:32,2021-07-06 11:26:09,N,1.0,181,62,1.0,2.19,12.0,0.0,0.5,3.8,0.0,,0.3,16.6,1.0,0.0,1.0
T07595,2.0,2021-07-05 20:34:44,2021-07-05 20:43:56,N,1.0,41,74,1.0,1.51,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,1.0
T02118,2.0,2021-07-02 08:10:59,2021-07-02 08:22:56,N,1.0,75,141,1.0,2.83,11.0,0.0,0.5,0.0,0.0,,0.3,14.55,1.0,2.75,1.0
T04930,2.0,2021-07-03 18:42:04,2021-07-03 18:47:46,N,1.0,74,42,1.0,1.24,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0,1.0
T06219,2.0,2021-07-04 18:29:07,2021-07-04 18:43:41,N,1.0,7,145,1.0,2.51,11.5,0.0,0.5,2.46,0.0,,0.3,14.76,1.0,0.0,1.0
T01679,2.0,2021-07-01 19:09:44,2021-07-01 19:26:55,N,1.0,74,263,1.0,2.57,12.5,1.0,0.5,0.0,0.0,,0.3,17.05,1.0,2.75,1.0
T07627,2.0,2021-07-05 20:22:37,2021-07-05 20:37:45,N,1.0,41,69,1.0,3.23,13.5,0.5,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,1.0
T06194,2.0,2021-07-04 19:13:55,2021-07-04 19:32:16,N,1.0,43,243,1.0,6.56,21.5,0.0,0.5,0.0,0.0,,0.3,22.3,1.0,0.0,2.0
T09430,2.0,2021-07-06 20:39:07,2021-07-06 21:00:50,N,1.0,7,239,1.0,4.77,18.0,0.5,0.5,5.51,0.0,,0.3,27.56,1.0,2.75,1.0
T08515,2.0,2021-07-06 12:20:30,2021-07-06 12:32:25,N,1.0,75,166,1.0,1.79,10.0,0.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0,1.0
T05803,1.0,2021-07-04 13:06:31,2021-07-04 13:40:54,N,1.0,242,82,1.0,10.0,34.5,0.0,0.5,0.0,6.55,,0.3,41.85,1.0,0.0,1.0
T03389,2.0,2021-07-02 18:20:21,2021-07-02 18:38:38,N,1.0,42,74,1.0,1.66,12.0,1.0,0.5,0.0,0.0,,0.3,13.8,1.0,0.0,2.0
T02516,1.0,2021-07-02 11:53:30,2021-07-02 12:08:04,N,1.0,25,89,1.0,0.0,13.2,0.0,0.5,0.0,0.0,,0.3,14.0,1.0,0.0,1.0
T02308,2.0,2021-07-02 09:31:02,2021-07-02 09:38:28,N,1.0,41,42,1.0,1.11,7.0,0.0,0.5,0.01,0.0,,0.3,7.81,1.0,0.0,1.0
T00120,2.0,2021-07-01 07:23:33,2021-07-01 07:37:31,N,1.0,74,263,2.0,2.56,11.0,0.0,0.5,0.0,0.0,,0.3,14.55,1.0,2.75,2.0
T01828,2.0,2021-07-01 22:36:03,2021-07-01 22:51:58,N,1.0,75,142,1.0,3.34,13.5,0.5,0.5,2.0,0.0,,0.3,19.55,1.0,2.75,1.0
T04272,2.0,2021-07-03 11:28:35,2021-07-03 11:55:22,N,1.0,159,136,1.0,5.22,22.0,0.0,0.5,0.0,0.0,,0.3,22.8,1.0,0.0,2.0
T01999,2.0,2021-07-02 06:13:39,2021-07-02 07:22:17,N,1.0,169,39,2.0,24.22,74.0,0.0,0.5,0.0,6.55,,0.3,81.35,1.0,0.0,1.0
T04033,2.0,2021-07-03 08:54:50,2021-07-03 08:55:37,N,3.0,41,41,1.0,0.12,20.0,0.0,0.0,0.0,0.0,,0.3,20.3,1.0,0.0,2.0
T02946,2.0,2021-07-02 15:42:08,2021-07-02 15:42:26,N,1.0,7,7,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T01218,2.0,2021-07-01 16:03:49,2021-07-01 16:16:33,N,1.0,152,151,1.0,1.99,10.5,1.0,0.5,2.46,0.0,,0.3,14.76,1.0,0.0,1.0
T03635,2.0,2021-07-02 20:06:49,2021-07-02 20:28:08,N,1.0,97,255,1.0,3.63,16.0,0.5,0.5,0.0,0.0,,0.3,17.3,1.0,0.0,2.0
T09067,2.0,2021-07-06 17:32:45,2021-07-06 17:39:24,N,1.0,95,95,1.0,1.0,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T03824,2.0,2021-07-02 23:11:50,2021-07-02 23:28:32,N,1.0,41,69,1.0,3.16,13.5,0.5,0.5,2.0,0.0,,0.3,16.8,1.0,0.0,1.0
T00232,2.0,2021-07-01 08:32:31,2021-07-01 08:42:31,N,1.0,7,207,1.0,1.76,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1.0,0.0,1.0
T00685,2.0,2021-07-01 12:14:14,2021-07-01 12:29:11,N,1.0,166,239,1.0,2.11,11.5,0.0,0.5,1.5,0.0,,0.3,16.55,1.0,2.75,1.0
T06959,2.0,2021-07-05 14:34:11,2021-07-05 14:50:21,N,1.0,65,61,1.0,3.49,14.5,0.0,0.5,2.0,0.0,,0.3,17.3,1.0,0.0,1.0
T03834,2.0,2021-07-02 23:31:53,2021-07-02 23:41:43,N,1.0,75,42,1.0,2.31,9.5,0.5,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T04315,2.0,2021-07-03 11:19:32,2021-07-03 11:30:20,N,1.0,95,135,5.0,2.1,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0,1.0
T09733,2.0,2021-07-07 07:26:36,2021-07-07 07:32:47,N,1.0,42,75,1.0,1.56,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T03281,2.0,2021-07-02 17:49:11,2021-07-02 18:09:32,N,1.0,75,159,1.0,2.73,14.5,1.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T07310,1.0,2021-07-05 17:47:32,2021-07-05 18:02:42,N,1.0,152,69,1.0,0.0,10.2,0.0,0.5,0.0,0.0,,0.3,11.0,1.0,0.0,1.0
T07522,2.0,2021-07-05 19:00:32,2021-07-05 19:15:13,N,1.0,41,137,1.0,5.76,18.0,0.0,0.5,0.0,0.0,,0.3,21.55,1.0,2.75,2.0
T01447,1.0,2021-07-01 18:36:32,2021-07-01 18:36:35,N,1.0,65,65,1.0,1.4,2.5,1.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0,3.0
T02447,2.0,2021-07-02 09:58:30,2021-07-02 10:14:29,N,1.0,74,237,1.0,2.83,12.5,0.0,0.5,0.0,0.0,,0.3,16.05,1.0,2.75,2.0
T04865,1.0,2021-07-03 17:58:02,2021-07-03 18:13:17,N,1.0,247,126,1.0,3.7,14.5,0.0,0.5,0.0,0.0,,0.3,15.3,1.0,0.0,3.0
T07905,1.0,2021-07-06 07:13:03,2021-07-06 08:07:55,N,1.0,198,75,1.0,0.0,30.2,0.0,0.5,0.0,6.55,,0.3,37.55,1.0,0.0,1.0
T06886,2.0,2021-07-05 13:29:18,2021-07-05 13:31:52,N,1.0,75,74,1.0,1.05,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T02156,2.0,2021-07-02 08:44:33,2021-07-02 09:24:59,N,1.0,61,146,1.0,7.66,32.0,0.0,0.5,0.0,0.0,,0.3,32.8,1.0,0.0,1.0
T00630,2.0,2021-07-01 11:47:07,2021-07-01 11:56:55,N,1.0,166,151,1.0,1.42,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T01339,2.0,2021-07-01 17:39:40,2021-07-01 17:52:50,N,1.0,220,136,1.0,1.86,10.0,1.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0,2.0
T01461,1.0,2021-07-01 18:31:28,2021-07-01 18:45:46,N,1.0,74,238,1.0,2.1,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,2.0
T01923,2.0,2021-07-02 00:07:24,2021-07-02 00:20:43,N,1.0,41,243,1.0,4.33,14.5,0.5,0.5,3.95,0.0,,0.3,19.75,1.0,0.0,1.0
T06686,2.0,2021-07-05 10:34:41,2021-07-05 10:52:50,N,1.0,41,237,1.0,3.88,16.0,0.0,0.5,3.91,0.0,,0.3,23.46,1.0,2.75,1.0
T09527,2.0,2021-07-06 22:33:09,2021-07-06 22:46:00,N,1.0,75,100,1.0,3.41,13.0,0.5,0.5,1.5,0.0,,0.3,18.55,1.0,2.75,1.0
T09447,2.0,2021-07-06 18:47:50,2021-07-06 19:10:13,N,1.0,97,188,1.0,2.85,15.5,0.5,0.5,3.02,0.0,,0.3,19.82,1.0,0.0,1.0
T07386,2.0,2021-07-05 18:02:29,2021-07-05 18:06:06,N,1.0,166,41,1.0,0.91,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T03634,2.0,2021-07-02 20:22:14,2021-07-02 21:04:53,N,1.0,35,130,1.0,12.4,42.5,0.5,0.5,0.0,0.0,,0.3,43.8,1.0,0.0,1.0
T06298,2.0,2021-07-04 20:11:26,2021-07-04 20:56:51,N,1.0,41,183,1.0,10.64,34.0,0.5,0.5,0.0,0.0,,0.3,35.3,1.0,0.0,2.0
T06047,2.0,2021-07-04 16:03:23,2021-07-04 16:28:13,N,1.0,74,68,1.0,5.54,20.0,0.0,0.5,0.0,0.0,,0.3,23.55,1.0,2.75,2.0
T08865,2.0,2021-07-06 15:47:28,2021-07-06 16:43:35,N,1.0,197,191,1.0,10.92,44.5,0.0,0.5,0.0,0.0,,0.3,45.3,1.0,0.0,1.0
T05077,2.0,2021-07-03 19:06:10,2021-07-03 19:13:24,N,1.0,75,168,6.0,1.88,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T02223,2.0,2021-07-02 09:30:25,2021-07-02 09:36:54,N,1.0,75,236,1.0,1.25,6.5,0.0,0.5,2.01,0.0,,0.3,12.06,1.0,2.75,1.0
T06263,2.0,2021-07-04 19:15:41,2021-07-04 19:23:53,N,1.0,74,238,1.0,1.93,8.5,0.0,0.5,2.79,0.0,,0.3,12.09,1.0,0.0,1.0
T02515,1.0,2021-07-02 11:37:26,2021-07-02 11:57:37,N,1.0,95,53,1.0,6.1,20.0,0.0,0.5,3.2,0.0,,0.3,24.0,1.0,0.0,1.0
T00518,2.0,2021-07-01 10:30:53,2021-07-01 10:57:19,N,1.0,41,145,1.0,6.22,23.0,0.0,0.5,0.0,6.55,,0.3,30.35,1.0,0.0,2.0
T02199,2.0,2021-07-02 08:31:22,2021-07-02 08:44:30,N,1.0,74,43,1.0,2.63,11.0,0.0,0.5,2.91,0.0,,0.3,17.46,1.0,2.75,1.0
T03003,2.0,2021-07-02 15:20:55,2021-07-02 15:34:56,N,1.0,75,237,1.0,2.65,12.5,0.0,0.5,0.0,0.0,,0.3,16.05,1.0,2.75,2.0
T07871,1.0,2021-07-06 06:31:13,2021-07-06 06:48:29,N,1.0,74,43,1.0,2.0,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0,2.0
T05111,2.0,2021-07-03 20:46:00,2021-07-03 20:51:51,N,1.0,129,129,5.0,0.9,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T08063,2.0,2021-07-06 08:36:09,2021-07-06 08:44:34,N,1.0,74,74,1.0,0.99,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,1.0
T01656,2.0,2021-07-01 19:21:31,2021-07-01 19:21:36,N,5.0,225,225,1.0,0.01,50.0,0.0,0.0,0.0,0.0,,0.3,50.3,2.0,0.0,1.0
T07068,2.0,2021-07-05 14:54:55,2021-07-05 15:04:38,N,1.0,24,142,1.0,2.4,10.0,0.0,0.5,2.71,0.0,,0.3,16.26,1.0,2.75,1.0
T03473,2.0,2021-07-02 18:52:12,2021-07-02 18:56:47,N,1.0,75,74,1.0,0.96,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T09561,2.0,2021-07-06 23:14:33,2021-07-06 23:33:42,N,1.0,260,137,1.0,6.04,20.0,0.5,0.5,0.0,0.0,,0.3,24.05,1.0,2.75,2.0
