ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge
T05454,2.0,2021-07-04 07:44:56,2021-07-04 07:52:05,N,1.0,42,152,1.0,1.37,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T02439,2.0,2021-07-02 10:29:27,2021-07-02 10:54:36,N,1.0,74,246,1.0,6.64,23.5,0.0,0.5,0.0,0.0,,0.3,27.05,1.0,2.75
T09350,2.0,2021-07-06 19:16:36,2021-07-06 19:34:17,N,1.0,65,17,1.0,2.52,12.5,1.0,0.5,2.86,0.0,,0.3,17.16,1.0,0.0
T06296,2.0,2021-07-04 20:21:03,2021-07-04 20:36:03,N,1.0,74,239,6.0,3.66,13.5,0.5,0.5,2.0,0.0,,0.3,19.55,1.0,2.75
T06617,2.0,2021-07-05 09:42:38,2021-07-05 09:48:12,N,1.0,42,166,1.0,1.67,7.0,0.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0
T01518,2.0,2021-07-01 18:04:20,2021-07-01 18:15:56,N,1.0,97,181,1.0,1.62,9.0,1.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0
T00931,2.0,2021-07-01 12:46:00,2021-07-01 13:35:22,N,1.0,75,197,1.0,12.99,44.5,0.0,0.5,0.0,6.55,,0.3,51.85,1.0,0.0
T04431,2.0,2021-07-03 13:06:23,2021-07-03 13:06:25,N,5.0,264,264,2.0,0.05,17.0,0.0,0.0,3.46,0.0,,0.3,20.76,2.0,0.0
T08592,2.0,2021-07-06 13:27:22,2021-07-06 13:40:26,N,1.0,250,185,1.0,2.08,10.5,0.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0
T05186,2.0,2021-07-03 22:00:45,2021-07-03 22:17:16,N,1.0,129,83,1.0,3.51,14.5,0.5,0.5,0.0,0.0,,0.3,15.8,1.0,0.0
T03336,1.0,2021-07-02 17:59:24,2021-07-02 18:06:44,N,1.0,65,181,2.0,1.3,7.0,1.0,0.5,2.2,0.0,,0.3,11.0,1.0,0.0
T08349,2.0,2021-07-06 11:09:40,2021-07-06 11:31:13,N,1.0,97,227,1.0,3.66,17.0,0.0,0.5,3.56,0.0,,0.3,21.36,1.0,0.0
T00823,2.0,2021-07-01 13:15:33,2021-07-01 13:20:26,N,1.0,7,193,1.0,0.75,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0
T02282,2.0,2021-07-02 09:09:23,2021-07-02 09:49:26,N,1.0,188,188,1.0,3.43,25.5,0.0,0.5,7.89,0.0,,0.3,34.19,1.0,0.0
T07821,2.0,2021-07-06 02:04:29,2021-07-06 02:09:52,N,1.0,129,129,1.0,1.04,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T03148,2.0,2021-07-02 16:55:54,2021-07-02 17:08:22,N,1.0,95,121,1.0,2.72,11.5,1.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0
T05970,2.0,2021-07-04 15:49:35,2021-07-04 16:01:50,N,1.0,74,151,1.0,2.25,10.0,0.0,0.5,1.5,0.0,,0.3,12.3,1.0,0.0
T07834,2.0,2021-07-06 05:03:01,2021-07-06 05:47:30,N,1.0,75,23,1.0,29.78,81.0,0.5,0.5,0.0,6.55,,0.3,88.85,1.0,0.0
T05765,1.0,2021-07-04 13:55:20,2021-07-04 14:03:50,N,1.0,264,146,1.0,1.5,8.0,0.0,0.5,1.0,0.0,,0.3,9.8,1.0,0.0
T08684,1.0,2021-07-06 14:44:47,2021-07-06 15:29:04,N,1.0,25,185,1.0,0.0,44.2,0.0,0.5,0.0,6.55,,0.3,51.55,1.0,0.0
T01302,1.0,2021-07-01 17:48:42,2021-07-01 17:54:09,N,1.0,190,181,1.0,0.9,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T01211,2.0,2021-07-01 16:42:52,2021-07-01 17:49:32,N,2.0,75,132,2.0,18.27,52.0,4.5,0.5,10.0,6.55,,0.3,73.85,1.0,0.0
T07591,2.0,2021-07-05 20:13:35,2021-07-05 20:52:46,N,1.0,82,193,1.0,5.06,26.5,0.5,0.5,0.0,0.0,,0.3,27.8,1.0,0.0
T00433,2.0,2021-07-01 10:37:05,2021-07-01 11:16:20,N,1.0,95,49,1.0,9.52,32.5,0.0,0.5,2.0,0.0,,0.3,35.3,1.0,0.0
T06164,1.0,2021-07-04 18:00:32,2021-07-04 18:07:34,N,1.0,65,33,1.0,1.2,7.0,0.0,0.5,2.0,0.0,,0.3,9.8,1.0,0.0
T05414,2.0,2021-07-04 03:34:36,2021-07-04 03:40:34,N,1.0,7,145,5.0,1.06,6.5,0.5,0.5,1.0,0.0,,0.3,8.8,1.0,0.0
T03365,1.0,2021-07-02 18:52:09,2021-07-02 18:57:56,N,1.0,43,263,1.0,0.7,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T05387,2.0,2021-07-04 02:44:40,2021-07-04 02:52:56,N,1.0,20,208,2.0,5.59,16.5,0.5,0.5,0.0,0.0,,0.3,17.8,1.0,0.0
T01295,2.0,2021-07-01 17:48:44,2021-07-01 18:12:23,N,1.0,41,230,1.0,4.32,18.0,1.0,0.5,0.0,0.0,,0.3,22.55,1.0,2.75
T04287,2.0,2021-07-03 11:38:49,2021-07-03 11:45:47,N,1.0,41,42,1.0,0.71,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0
T09896,2.0,2021-07-07 09:37:15,2021-07-07 09:43:30,N,1.0,75,237,1.0,1.37,6.5,0.0,0.5,2.01,0.0,,0.3,12.06,1.0,2.75
T01141,2.0,2021-07-01 15:31:11,2021-07-01 16:43:15,N,1.0,65,86,1.0,26.8,76.0,0.0,0.5,0.0,2.45,,0.3,79.25,1.0,0.0
T06036,2.0,2021-07-04 16:35:24,2021-07-04 17:34:43,N,1.0,47,55,1.0,29.12,79.5,0.0,0.5,0.0,6.55,,0.3,86.85,1.0,0.0
T03327,2.0,2021-07-02 17:44:38,2021-07-02 18:05:24,N,1.0,75,100,1.0,3.7,16.0,1.0,0.5,4.11,0.0,,0.3,24.66,1.0,2.75
T05104,2.0,2021-07-03 20:41:17,2021-07-03 20:41:19,N,5.0,215,264,1.0,0.0,12.0,0.0,0.0,2.0,0.0,,0.3,14.3,2.0,0.0
T08711,2.0,2021-07-06 14:31:02,2021-07-06 14:43:10,N,1.0,166,74,1.0,1.72,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0
T07242,2.0,2021-07-05 17:11:10,2021-07-05 17:18:18,N,1.0,95,102,1.0,1.3,7.0,1.0,0.5,2.2,0.0,,0.3,11.0,1.0,0.0
T00627,2.0,2021-07-01 11:42:09,2021-07-01 12:36:52,N,1.0,150,159,1.0,27.7,74.5,0.0,0.5,0.0,6.55,,0.3,81.85,1.0,0.0
T08873,1.0,2021-07-06 15:39:04,2021-07-06 15:50:34,N,1.0,61,80,1.0,2.0,9.5,0.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0
T04505,2.0,2021-07-03 14:17:07,2021-07-03 14:17:07,N,1.0,264,264,1.0,0.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0
T01893,2.0,2021-07-01 23:02:04,2021-07-01 23:15:32,N,1.0,74,238,1.0,3.03,11.5,0.5,0.5,0.0,0.0,,0.3,15.55,1.0,2.75
T06007,1.0,2021-07-04 16:03:12,2021-07-04 16:22:00,N,1.0,225,72,1.0,0.0,15.2,0.0,0.5,0.0,0.0,,0.3,16.0,1.0,0.0
T03156,1.0,2021-07-02 16:29:06,2021-07-02 16:30:18,N,1.0,95,95,1.0,0.3,3.0,1.0,0.5,3.0,0.0,,0.3,7.8,1.0,0.0
T09325,2.0,2021-07-06 18:08:29,2021-07-06 18:20:12,N,1.0,95,102,1.0,1.55,9.5,1.0,0.5,2.26,0.0,,0.3,13.56,1.0,0.0
T06071,2.0,2021-07-04 17:51:36,2021-07-04 18:00:42,N,1.0,75,42,1.0,2.48,9.5,0.0,0.5,0.08,0.0,,0.3,10.38,1.0,0.0
T04130,2.0,2021-07-03 10:35:54,2021-07-03 10:50:49,N,1.0,116,229,1.0,6.27,19.0,0.0,0.5,4.51,0.0,,0.3,27.06,1.0,2.75
T08221,2.0,2021-07-06 10:33:06,2021-07-06 10:41:01,N,1.0,75,142,1.0,2.08,8.5,0.0,0.5,2.41,0.0,,0.3,14.46,1.0,2.75
T00079,2.0,2021-07-01 06:37:58,2021-07-01 06:47:36,N,1.0,43,142,1.0,2.77,10.5,0.0,0.5,2.81,0.0,,0.3,16.86,1.0,2.75
T03648,2.0,2021-07-02 20:45:26,2021-07-02 20:57:18,N,1.0,260,179,5.0,2.01,9.5,0.5,0.5,2.16,0.0,,0.3,12.96,1.0,0.0
T01199,2.0,2021-07-01 16:15:29,2021-07-01 16:24:35,N,1.0,75,75,1.0,0.94,7.5,1.0,0.5,2.32,0.0,,0.3,11.62,1.0,0.0
T02532,2.0,2021-07-02 11:03:35,2021-07-02 11:09:11,N,1.0,95,135,1.0,1.1,6.0,0.0,0.5,2.04,0.0,,0.3,8.84,1.0,0.0
T05922,2.0,2021-07-04 15:37:20,2021-07-04 15:58:38,N,1.0,7,134,2.0,9.08,27.5,0.0,0.5,5.0,0.0,,0.3,33.3,1.0,0.0
T00622,2.0,2021-07-01 11:46:44,2021-07-01 11:57:23,N,1.0,75,74,1.0,1.34,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0
T00537,2.0,2021-07-01 11:44:05,2021-07-01 12:16:25,N,1.0,244,142,1.0,5.87,25.0,0.0,0.5,0.0,0.0,,0.3,28.55,1.0,2.75
T08835,2.0,2021-07-06 15:28:43,2021-07-06 15:33:20,N,1.0,260,260,1.0,0.89,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0
T09164,2.0,2021-07-06 17:15:53,2021-07-06 17:26:11,N,1.0,95,121,1.0,2.31,9.5,1.0,0.5,0.0,0.0,,0.3,11.3,1.0,0.0
T03884,2.0,2021-07-03 00:17:13,2021-07-03 00:29:49,N,1.0,129,56,1.0,2.27,10.5,0.5,0.5,3.54,0.0,,0.3,15.34,1.0,0.0
T08750,1.0,2021-07-06 14:40:26,2021-07-06 14:47:17,N,1.0,244,42,1.0,1.3,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T08007,2.0,2021-07-06 08:35:38,2021-07-06 08:41:43,N,1.0,74,74,1.0,0.68,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,0.0
T03447,2.0,2021-07-02 18:21:55,2021-07-02 18:30:06,N,1.0,247,244,1.0,1.7,8.0,1.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T04529,1.0,2021-07-03 14:16:00,2021-07-03 14:30:37,N,1.0,42,75,1.0,2.3,12.0,0.0,0.5,2.55,0.0,,0.3,15.35,1.0,0.0
T02710,2.0,2021-07-02 13:56:26,2021-07-02 13:58:48,N,1.0,42,74,2.0,0.47,-4.0,0.0,-0.5,0.0,0.0,,-0.3,-4.8,1.0,0.0
T04723,2.0,2021-07-03 16:54:37,2021-07-03 17:02:21,N,1.0,74,75,1.0,1.2,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T09617,2.0,2021-07-06 23:50:06,2021-07-06 23:56:04,N,1.0,82,129,1.0,0.7,5.5,0.5,0.5,2.04,0.0,,0.3,8.84,1.0,0.0
T06760,1.0,2021-07-05 11:36:47,2021-07-05 11:43:02,N,1.0,41,74,1.0,1.3,6.5,0.0,0.5,2.15,0.0,,0.3,9.45,1.0,0.0
T07982,2.0,2021-07-06 08:56:20,2021-07-06 09:16:31,N,1.0,166,237,1.0,4.21,16.5,0.0,0.5,3.0,0.0,,0.3,23.05,1.0,2.75
T02251,2.0,2021-07-02 09:35:48,2021-07-02 09:45:29,N,1.0,74,166,1.0,1.24,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0
T06516,2.0,2021-07-05 03:24:27,2021-07-05 03:29:19,N,1.0,260,226,2.0,0.76,5.5,0.5,0.5,1.36,0.0,,0.3,8.16,1.0,0.0
T04487,1.0,2021-07-03 14:15:06,2021-07-03 14:37:52,N,1.0,42,142,1.0,5.4,20.5,2.75,0.5,2.0,0.0,,0.3,26.05,1.0,2.75
T09254,2.0,2021-07-06 18:03:09,2021-07-06 18:09:41,N,1.0,166,41,1.0,0.9,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T09387,2.0,2021-07-06 19:46:56,2021-07-06 19:59:15,N,1.0,152,238,1.0,2.22,11.0,1.0,0.5,0.0,0.0,,0.3,15.55,1.0,2.75
T04666,2.0,2021-07-03 15:14:49,2021-07-03 15:20:46,N,1.0,41,42,1.0,0.96,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,0.0
T03667,2.0,2021-07-02 20:19:24,2021-07-02 20:29:47,N,1.0,65,61,5.0,2.33,9.5,0.5,0.5,2.16,0.0,,0.3,12.96,1.0,0.0
T08903,2.0,2021-07-06 15:05:28,2021-07-06 15:11:26,N,1.0,166,151,1.0,0.94,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,0.0
T04819,2.0,2021-07-03 17:00:50,2021-07-03 17:20:40,N,1.0,97,225,1.0,2.93,15.0,0.0,0.5,3.16,0.0,,0.3,18.96,1.0,0.0
T07864,1.0,2021-07-06 06:37:08,2021-07-06 07:14:39,N,1.0,76,137,1.0,0.0,36.2,0.0,0.5,0.0,0.0,,0.3,37.0,1.0,0.0
T04700,2.0,2021-07-03 16:07:16,2021-07-03 16:20:15,N,1.0,41,75,1.0,1.56,10.0,0.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0
T00019,2.0,2021-07-01 00:57:57,2021-07-01 01:02:22,N,1.0,168,42,1.0,1.4,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T06522,2.0,2021-07-05 04:26:19,2021-07-05 04:41:24,N,1.0,75,47,1.0,4.2,15.0,0.5,0.5,0.0,0.0,,0.3,16.3,1.0,0.0
T04664,2.0,2021-07-03 15:38:21,2021-07-03 15:49:35,N,1.0,74,151,1.0,1.91,9.5,0.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0
T02519,2.0,2021-07-02 11:02:39,2021-07-02 11:04:46,N,1.0,41,41,1.0,0.35,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0
T03206,2.0,2021-07-02 16:47:33,2021-07-02 18:01:45,N,1.0,130,75,1.0,19.18,62.5,1.0,0.5,0.0,6.55,,0.3,70.85,1.0,0.0
T04084,2.0,2021-07-03 09:24:30,2021-07-03 09:29:31,N,1.0,42,41,1.0,0.95,5.5,0.0,0.5,1.58,0.0,,0.3,7.88,1.0,0.0
T02133,2.0,2021-07-02 09:01:41,2021-07-02 09:15:22,N,1.0,42,263,1.0,2.82,11.5,0.0,0.5,3.01,0.0,,0.3,18.06,1.0,2.75
T08654,2.0,2021-07-06 14:02:07,2021-07-06 14:20:42,N,1.0,130,203,1.0,6.72,21.0,0.0,0.5,5.45,0.0,,0.3,27.25,1.0,0.0
T00791,2.0,2021-07-01 12:33:36,2021-07-01 12:52:46,N,1.0,74,236,1.0,2.34,13.5,0.0,0.5,0.0,0.0,,0.3,17.05,1.0,2.75
T08710,2.0,2021-07-06 14:06:51,2021-07-06 14:23:24,N,1.0,74,238,1.0,3.24,14.0,0.0,0.5,3.51,0.0,,0.3,21.06,1.0,2.75
T00958,2.0,2021-07-01 14:48:26,2021-07-01 15:41:40,N,1.0,25,35,1.0,6.15,33.5,0.0,0.5,0.0,0.0,,0.3,34.3,1.0,0.0
T05732,2.0,2021-07-04 11:47:00,2021-07-04 12:02:34,N,1.0,7,112,1.0,3.19,13.0,0.0,0.5,2.76,0.0,,0.3,16.56,1.0,0.0
T06727,2.0,2021-07-05 11:54:15,2021-07-05 12:01:41,N,1.0,41,236,1.0,1.98,8.0,0.0,0.5,0.0,0.0,,0.3,11.55,1.0,2.75
T02444,2.0,2021-07-02 10:57:08,2021-07-02 11:11:56,N,1.0,41,151,1.0,1.95,11.0,0.0,0.5,3.54,0.0,,0.3,15.34,1.0,0.0
T05626,2.0,2021-07-04 11:54:58,2021-07-04 12:06:33,N,1.0,75,138,1.0,7.87,22.0,0.0,0.5,0.0,6.55,,0.3,29.35,1.0,0.0
T01767,2.0,2021-07-01 21:36:08,2021-07-01 22:12:41,N,1.0,265,151,2.0,14.0,42.0,0.5,0.5,0.0,0.0,,0.3,43.3,1.0,0.0
T02970,1.0,2021-07-02 15:33:38,2021-07-02 16:01:33,N,1.0,247,185,0.0,7.0,24.5,1.0,0.5,0.0,0.0,,0.3,26.3,1.0,0.0
T05796,2.0,2021-07-04 13:36:40,2021-07-04 13:41:37,N,1.0,236,74,2.0,1.7,7.0,0.0,0.5,2.34,0.0,,0.3,10.14,1.0,0.0
T06681,2.0,2021-07-05 10:33:51,2021-07-05 10:36:52,N,1.0,75,75,1.0,0.68,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0
T01427,2.0,2021-07-01 17:57:37,2021-07-01 17:58:50,N,1.0,42,42,1.0,0.25,3.0,1.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0
T06462,2.0,2021-07-04 23:59:03,2021-07-05 00:21:14,N,1.0,75,185,1.0,10.28,30.0,0.5,0.5,4.0,0.0,,0.3,35.3,1.0,0.0
T09987,2.0,2021-07-07 09:45:20,2021-07-07 09:51:40,N,1.0,41,74,1.0,0.9,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0
T08775,2.0,2021-07-06 15:43:20,2021-07-06 15:43:38,N,5.0,179,179,1.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.3,5.3,2.0,0.0
T02117,2.0,2021-07-02 08:58:43,2021-07-02 09:10:00,N,1.0,74,43,1.0,2.28,9.5,0.0,0.5,0.0,0.0,,0.3,13.05,1.0,2.75
T00071,2.0,2021-07-01 06:28:15,2021-07-02 06:17:23,N,1.0,169,28,1.0,15.63,52.0,0.0,0.5,0.0,6.55,,0.3,59.35,1.0,0.0
T00702,2.0,2021-07-01 12:10:34,2021-07-01 12:17:19,N,1.0,74,41,1.0,0.81,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T08177,2.0,2021-07-06 09:11:26,2021-07-06 09:33:27,N,1.0,74,236,1.0,2.85,15.0,0.0,0.5,4.64,0.0,,0.3,23.19,1.0,2.75
T08055,1.0,2021-07-06 08:42:09,2021-07-06 08:52:19,N,1.0,166,41,1.0,1.8,9.0,0.0,0.5,1.95,0.0,,0.3,11.75,1.0,0.0
T03697,2.0,2021-07-02 20:44:13,2021-07-02 20:49:40,N,1.0,74,74,1.0,0.89,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T09060,2.0,2021-07-06 17:30:57,2021-07-06 17:40:59,N,1.0,196,95,1.0,1.49,8.5,1.0,0.5,0.0,0.0,,0.3,10.3,1.0,0.0
T07078,2.0,2021-07-05 15:43:14,2021-07-05 15:53:27,N,1.0,42,116,1.0,1.68,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T03623,2.0,2021-07-02 20:47:07,2021-07-02 21:03:24,N,1.0,65,61,1.0,2.14,12.0,0.5,0.5,0.11,0.0,,0.3,13.41,1.0,0.0
T09937,2.0,2021-07-07 09:41:08,2021-07-07 09:54:37,N,1.0,70,134,1.0,5.44,17.5,0.0,0.5,0.0,0.0,,0.3,18.3,1.0,0.0
T04749,2.0,2021-07-03 17:00:51,2021-07-03 17:09:04,N,1.0,97,181,1.0,1.16,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0
T00465,1.0,2021-07-01 10:24:30,2021-07-01 10:29:16,N,1.0,74,75,1.0,1.1,5.5,0.0,0.5,2.0,0.0,,0.3,8.3,1.0,0.0
T09359,1.0,2021-07-06 19:05:55,2021-07-06 19:12:50,N,1.0,74,263,1.0,1.7,7.5,3.75,0.5,2.0,0.0,,0.3,14.05,1.0,2.75
T09751,2.0,2021-07-07 07:42:45,2021-07-08 06:51:31,N,1.0,75,236,1.0,1.19,6.5,0.0,0.5,0.0,0.0,,0.3,10.05,1.0,2.75
T04280,2.0,2021-07-03 11:22:43,2021-07-03 11:32:56,N,1.0,24,74,1.0,1.8,9.0,0.0,0.5,1.96,0.0,,0.3,11.76,1.0,0.0
T04640,2.0,2021-07-03 15:00:54,2021-07-03 15:19:34,N,1.0,181,232,1.0,3.16,15.0,0.0,0.5,0.0,0.0,,0.3,18.55,1.0,2.75
T00234,1.0,2021-07-01 08:17:17,2021-07-01 08:32:17,N,1.0,74,138,1.0,6.7,21.0,0.0,0.5,5.65,6.55,,0.3,34.0,1.0,0.0
T01472,1.0,2021-07-01 18:11:14,2021-07-01 18:21:00,N,1.0,74,75,1.0,1.4,8.0,1.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T00794,2.0,2021-07-01 12:53:25,2021-07-01 13:03:35,N,1.0,95,134,1.0,1.57,8.5,0.0,0.5,2.32,0.0,,0.3,11.62,1.0,0.0
T06108,2.0,2021-07-04 17:18:23,2021-07-04 17:44:49,N,2.0,74,132,1.0,17.51,52.0,0.0,0.5,0.0,6.55,,0.3,59.35,1.0,0.0
T00732,2.0,2021-07-01 12:05:03,2021-07-01 12:13:44,N,1.0,74,42,1.0,1.18,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T02222,2.0,2021-07-02 09:16:09,2021-07-02 09:27:47,N,1.0,74,75,1.0,1.72,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0
T01885,2.0,2021-07-01 23:53:44,2021-07-02 00:06:57,N,1.0,69,244,1.0,2.62,11.5,0.5,0.5,0.0,0.0,,0.3,12.8,1.0,0.0
T04423,2.0,2021-07-03 13:52:06,2021-07-03 13:55:45,N,1.0,41,42,1.0,0.72,5.0,0.0,0.5,1.16,0.0,,0.3,6.96,1.0,0.0
T06941,1.0,2021-07-05 14:07:26,2021-07-05 14:11:39,N,1.0,43,236,3.0,1.1,5.5,2.75,0.5,1.8,0.0,,0.3,10.85,1.0,2.75
T02482,2.0,2021-07-02 10:15:11,2021-07-02 10:16:14,N,1.0,264,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
T06274,2.0,2021-07-04 19:29:14,2021-07-04 19:36:19,N,1.0,95,28,1.0,1.69,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,0.0
T06136,2.0,2021-07-04 17:51:48,2021-07-04 17:54:02,N,1.0,42,41,1.0,0.32,3.5,0.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0
T09104,2.0,2021-07-06 18:04:08,2021-07-06 18:14:09,N,1.0,166,41,1.0,1.24,7.5,1.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0
T01979,2.0,2021-07-02 04:26:26,2021-07-02 06:05:42,N,1.0,14,23,1.0,23.36,91.5,0.5,0.5,0.0,6.55,,0.3,99.35,1.0,0.0
T06913,2.0,2021-07-05 13:20:19,2021-07-05 14:07:44,N,1.0,156,188,4.0,17.69,54.5,0.0,0.5,0.0,6.55,,0.3,61.85,1.0,0.0
T07308,2.0,2021-07-05 17:38:28,2021-07-05 17:44:53,N,1.0,42,41,1.0,0.97,6.0,0.0,0.5,1.7,0.0,,0.3,8.5,1.0,0.0
T05536,2.0,2021-07-04 09:39:19,2021-07-04 09:58:15,N,1.0,166,163,1.0,3.98,16.5,0.0,0.5,3.61,0.0,,0.3,23.66,1.0,2.75
T04777,2.0,2021-07-03 16:32:58,2021-07-03 16:42:08,N,1.0,74,263,1.0,2.7,10.0,0.0,0.5,2.71,0.0,,0.3,16.26,1.0,2.75
T06292,1.0,2021-07-04 20:01:35,2021-07-04 20:07:23,N,1.0,66,231,1.0,1.6,7.0,3.25,0.5,2.2,0.0,,0.3,13.25,1.0,2.75
T02030,1.0,2021-07-02 06:42:51,2021-07-02 06:47:54,N,1.0,41,151,1.0,1.6,7.0,0.0,0.5,2.3,0.0,,0.3,10.1,1.0,0.0
T04207,2.0,2021-07-03 10:48:30,2021-07-03 10:57:59,N,1.0,166,74,1.0,1.61,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0
T02672,2.0,2021-07-02 12:48:15,2021-07-02 12:57:06,N,1.0,166,239,1.0,1.91,9.0,0.0,0.5,3.14,0.0,,0.3,15.69,1.0,2.75
T04600,2.0,2021-07-03 15:56:43,2021-07-03 16:05:46,N,1.0,74,263,1.0,1.79,8.0,0.0,0.5,2.2,0.0,,0.3,11.0,1.0,0.0
T08093,1.0,2021-07-06 09:42:58,2021-07-06 09:50:58,N,1.0,74,236,1.0,1.5,7.5,2.75,0.5,1.0,0.0,,0.3,12.05,1.0,2.75
T05143,2.0,2021-07-03 20:07:07,2021-07-03 20:10:30,N,1.0,82,95,1.0,1.1,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T04633,1.0,2021-07-03 15:39:21,2021-07-03 15:39:21,Y,5.0,173,264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
T06189,2.0,2021-07-04 18:15:39,2021-07-04 18:19:50,N,1.0,169,169,2.0,0.38,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0
T05193,2.0,2021-07-03 21:04:48,2021-07-03 21:07:41,N,1.0,75,151,1.0,0.96,5.0,0.5,0.5,0.0,0.0,,0.3,6.3,1.0,0.0
T05210,2.0,2021-07-03 19:58:31,2021-07-03 20:20:00,N,1.0,61,76,2.0,4.53,17.5,0.5,0.5,2.0,0.0,,0.3,20.8,1.0,0.0
T09144,1.0,2021-07-06 17:23:54,2021-07-06 17:58:23,N,1.0,75,87,1.0,8.7,29.5,3.75,0.5,6.8,0.0,,0.3,40.85,1.0,2.75
T00457,2.0,2021-07-01 10:41:47,2021-07-01 10:49:55,N,1.0,82,129,1.0,1.07,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0
T06506,2.0,2021-07-05 02:37:31,2021-07-05 02:59:04,N,1.0,212,24,2.0,8.9,26.5,0.5,0.5,0.0,0.0,,0.3,27.8,1.0,0.0
T06144,1.0,2021-07-04 18:34:03,2021-07-04 18:45:04,N,1.0,74,262,1.0,2.6,10.5,2.75,0.5,2.0,0.0,,0.3,16.05,1.0,2.75
T04733,2.0,2021-07-03 16:40:21,2021-07-03 16:45:47,N,1.0,7,7,5.0,0.76,5.5,0.0,0.5,1.0,0.0,,0.3,7.3,1.0,0.0
T02323,2.0,2021-07-02 09:09:59,2021-07-02 09:19:28,N,1.0,247,167,1.0,1.23,7.5,0.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0
T02914,2.0,2021-07-02 14:17:01,2021-07-02 14:45:01,N,1.0,75,75,1.0,3.94,20.0,0.0,0.5,5.2,0.0,,0.3,26.0,1.0,0.0
T03139,2.0,2021-07-02 16:53:22,2021-07-02 17:00:18,N,1.0,75,262,1.0,0.96,6.5,1.0,0.5,3.32,0.0,,0.3,14.37,1.0,2.75
T03391,2.0,2021-07-02 18:34:34,2021-07-02 18:38:52,N,1.0,60,167,1.0,0.76,5.0,1.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0
T07844,2.0,2021-07-06 05:57:09,2021-07-06 07:11:41,N,1.0,240,197,1.0,20.87,74.0,0.5,0.5,0.0,6.55,,0.3,81.85,1.0,0.0
