ID,VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,trip_type,congestion_surcharge,payment_type
T09925,2.0,2021-07-07 09:52:45,2021-07-07 09:58:07,N,1.0,75,75,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T01536,1.0,2021-07-01 18:57:03,2021-07-01 19:46:07,N,1.0,17,48,1.0,38.5,3.75,0.5,0.0,0.0,,0.3,43.05,1.0,2.75,2.0
T03856,2.0,2021-07-02 23:36:15,2021-07-03 00:02:08,N,1.0,7,114,1.0,23.0,0.5,0.5,3.0,0.0,,0.3,30.05,1.0,2.75,1.0
T09969,2.0,2021-07-07 09:27:32,2021-07-07 09:33:02,N,1.0,74,42,1.0,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T03770,2.0,2021-07-02 21:11:23,2021-07-02 21:29:22,N,1.0,25,228,1.0,16.0,0.5,0.5,0.0,0.0,,0.3,17.3,1.0,0.0,2.0
T08138,2.0,2021-07-06 09:21:25,2021-07-06 09:30:21,N,1.0,152,243,1.0,10.0,0.0,0.5,2.16,0.0,,0.3,12.96,1.0,0.0,1.0
T09731,2.0,2021-07-07 07:35:07,2021-07-07 08:00:50,N,1.0,244,141,5.0,23.0,0.0,0.5,5.31,0.0,,0.3,31.86,1.0,2.75,1.0
T00352,1.0,2021-07-01 09:05:07,2021-07-01 09:23:29,N,1.0,166,168,1.0,14.5,0.0,0.5,3.8,0.0,,0.3,19.1,1.0,0.0,1.0
T07830,2.0,2021-07-06 04:35:04,2021-07-06 04:44:40,N,1.0,260,138,3.0,13.5,0.5,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T05533,2.0,2021-07-04 10:08:22,2021-07-05 09:19:09,N,1.0,116,42,1.0,8.5,0.0,0.5,1.86,0.0,,0.3,11.16,1.0,0.0,1.0
T01809,2.0,2021-07-01 21:08:13,2021-07-01 21:11:08,N,1.0,41,42,1.0,4.5,0.5,0.5,1.45,0.0,,0.3,7.25,1.0,0.0,1.0
T09181,2.0,2021-07-06 18:47:37,2021-07-06 18:54:04,N,1.0,75,263,2.0,6.0,1.0,0.5,2.11,0.0,,0.3,12.66,1.0,2.75,1.0
T03553,1.0,2021-07-02 19:23:40,2021-07-02 19:41:34,N,1.0,75,42,1.0,15.0,1.0,0.5,0.0,0.0,,0.3,16.8,1.0,0.0,2.0
T04324,2.0,2021-07-03 12:19:08,2021-07-03 12:27:33,N,1.0,97,189,1.0,7.0,0.0,0.5,1.0,0.0,,0.3,8.8,1.0,0.0,1.0
T04217,2.0,2021-07-03 11:43:13,2021-07-03 11:53:19,N,1.0,74,151,1.0,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,1.0
T09002,2.0,2021-07-06 16:48:48,2021-07-06 17:00:29,N,1.0,166,239,6.0,10.0,1.0,0.5,0.0,0.0,,0.3,14.55,1.0,2.75,2.0
T08321,2.0,2021-07-06 11:14:32,2021-07-06 11:40:02,N,1.0,75,230,6.0,19.5,0.0,0.5,0.0,0.0,,0.3,23.05,1.0,2.75,2.0
T07413,2.0,2021-07-05 18:52:18,2021-07-05 18:57:46,N,1.0,74,75,1.0,7.0,0.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0,1.0
T07000,2.0,2021-07-05 14:22:02,2021-07-05 14:34:35,N,1.0,74,238,1.0,11.0,0.0,0.5,2.0,0.0,,0.3,13.8,1.0,0.0,1.0
T09732,2.0,2021-07-07 07:08:20,2021-07-07 07:19:14,N,1.0,75,42,1.0,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,1.0,0.0,1.0
T08578,1.0,2021-07-06 13:57:05,2021-07-06 14:15:46,N,1.0,25,49,1.0,13.0,0.0,0.5,0.0,0.0,,0.3,13.8,1.0,0.0,2.0
T08353,2.0,2021-07-06 11:46:23,2021-07-06 12:14:26,N,1.0,75,262,1.0,23.0,0.0,0.5,5.31,0.0,,0.3,31.86,1.0,2.75,1.0
T04899,2.0,2021-07-03 17:12:40,2021-07-03 17:30:27,N,1.0,244,48,1.0,22.5,0.0,0.5,5.21,0.0,,0.3,31.26,1.0,2.75,1.0
T03293,2.0,2021-07-02 17:01:18,2021-07-02 17:12:41,N,1.0,166,74,1.0,9.0,1.0,0.5,0.04,0.0,,0.3,10.84,1.0,0.0,1.0
T07490,2.0,2021-07-05 19:26:20,2021-07-05 19:32:00,N,1.0,75,74,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T05418,2.0,2021-07-04 04:39:46,2021-07-04 04:40:03,N,5.0,80,80,1.0,65.0,0.0,0.0,0.0,0.0,,0.3,65.3,2.0,0.0,1.0
T03536,2.0,2021-07-02 19:06:39,2021-07-02 19:42:52,N,5.0,244,265,1.0,60.0,0.0,0.0,0.88,0.0,,0.3,61.18,2.0,0.0,1.0
T06631,2.0,2021-07-05 09:33:15,2021-07-05 09:43:59,N,1.0,244,151,1.0,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,1.0,0.0,2.0
T05584,2.0,2021-07-04 10:52:23,2021-07-04 10:57:41,N,1.0,196,95,1.0,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T00803,2.0,2021-07-01 13:28:35,2021-07-01 13:49:12,N,1.0,33,61,1.0,14.0,0.0,0.5,2.0,0.0,,0.3,16.8,1.0,0.0,1.0
T09529,2.0,2021-07-06 22:31:46,2021-07-06 22:51:27,N,1.0,43,107,1.0,21.5,0.5,0.5,0.0,0.0,,0.3,25.55,1.0,2.75,2.0
T09774,2.0,2021-07-07 07:09:24,2021-07-07 07:15:00,N,1.0,74,75,1.0,6.5,0.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0,1.0
T07398,2.0,2021-07-05 19:24:36,2021-07-05 19:39:08,N,1.0,129,70,1.0,11.5,0.0,0.5,2.46,0.0,,0.3,14.76,1.0,0.0,1.0
T06529,2.0,2009-01-01 00:17:19,2009-01-01 06:01:13,N,1.0,75,23,1.0,80.5,0.5,0.5,0.0,6.55,,0.3,88.35,1.0,0.0,1.0
T08514,1.0,2021-07-06 12:28:42,2021-07-06 12:49:48,N,1.0,41,68,1.0,20.5,2.75,0.5,2.0,0.0,,0.3,26.05,1.0,2.75,1.0
T07374,2.0,2021-07-05 18:22:40,2021-07-05 18:43:46,N,1.0,41,68,1.0,-13.0,0.0,-0.5,0.0,0.0,,-0.3,-16.55,1.0,-2.75,3.0
T08039,2.0,2021-07-06 08:38:23,2021-07-06 09:00:41,N,1.0,74,237,1.0,15.5,0.0,0.5,3.0,0.0,,0.3,22.05,1.0,2.75,1.0
T04969,2.0,2021-07-03 18:33:46,2021-07-03 18:42:26,N,1.0,97,49,1.0,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T00742,2.0,2021-07-01 12:12:03,2021-07-01 13:02:20,N,1.0,256,263,1.0,37.0,0.0,0.5,0.0,0.0,,0.3,37.8,1.0,0.0,1.0
T01007,2.0,2021-07-01 14:50:21,2021-07-01 15:06:57,N,1.0,116,244,1.0,11.5,0.0,0.5,0.0,0.0,,0.3,12.3,1.0,0.0,2.0
T06985,2.0,2021-07-05 14:40:05,2021-07-05 14:48:45,N,1.0,74,41,1.0,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T04722,2.0,2021-07-03 16:18:57,2021-07-03 16:25:20,N,1.0,74,75,1.0,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T04659,2.0,2021-07-03 15:47:08,2021-07-03 15:57:30,N,1.0,75,41,1.0,8.5,0.0,0.5,2.0,0.0,,0.3,11.3,1.0,0.0,1.0
T01745,2.0,2021-07-01 20:48:11,2021-07-01 21:19:30,N,5.0,69,259,2.0,17.0,0.0,0.0,0.0,0.0,,0.3,17.3,2.0,0.0,2.0
T06568,2.0,2021-07-05 07:51:33,2021-07-05 07:53:40,N,1.0,74,75,1.0,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T08040,2.0,2021-07-06 08:13:27,2021-07-06 09:15:09,N,1.0,197,97,1.0,52.5,0.0,0.5,0.0,0.0,,0.3,53.3,1.0,0.0,1.0
T05099,2.0,2021-07-03 19:51:59,2021-07-03 19:59:03,N,1.0,95,95,1.0,6.5,0.0,0.5,2.19,0.0,,0.3,9.49,1.0,0.0,1.0
T01027,1.0,2021-07-01 14:28:38,2021-07-01 15:25:59,N,1.0,228,198,1.0,26.2,0.0,0.5,0.0,0.0,,0.3,27.0,1.0,0.0,1.0
T09537,2.0,2021-07-06 23:03:53,2021-07-06 23:14:53,N,1.0,42,239,1.0,10.5,0.5,0.5,0.0,0.0,,0.3,14.55,1.0,2.75,1.0
T04745,2.0,2021-07-03 16:12:02,2021-07-03 16:30:57,N,1.0,42,163,1.0,20.5,0.0,0.5,1.0,0.0,,0.3,25.05,1.0,2.75,1.0
T00883,2.0,2021-07-01 13:30:26,2021-07-01 13:36:06,N,1.0,75,74,1.0,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,1.0,0.0,2.0
T05368,2.0,2021-07-04 01:45:48,2021-07-04 01:55:17,N,1.0,37,17,1.0,8.5,0.5,0.5,1.96,0.0,,0.3,11.76,1.0,0.0,1.0
T05020,2.0,2021-07-03 19:31:08,2021-07-03 19:38:43,N,1.0,75,239,1.0,8.5,0.0,0.5,3.01,0.0,,0.3,15.06,1.0,2.75,1.0
T04800,2.0,2021-07-03 16:17:52,2021-07-03 16:23:28,N,1.0,41,42,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T05791,1.0,2021-07-04 13:56:54,2021-07-04 13:58:58,N,1.0,241,136,1.0,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0,2.0
T06327,2.0,2021-07-04 20:37:46,2021-07-04 21:15:27,N,1.0,134,22,1.0,51.5,0.5,0.5,0.0,0.0,,0.3,52.8,1.0,0.0,2.0
T08019,2.0,2021-07-06 08:58:28,2021-07-06 09:25:25,N,1.0,152,237,1.0,23.0,0.0,0.5,6.0,0.0,,0.3,32.55,1.0,2.75,1.0
T03085,1.0,2021-07-02 15:24:36,2021-07-02 15:32:39,N,1.0,74,41,1.0,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T00086,1.0,2021-07-01 06:01:27,2021-07-01 06:08:14,N,1.0,74,75,1.0,7.5,0.5,0.5,1.75,0.0,,0.3,10.55,1.0,0.0,1.0
T05643,2.0,2021-07-04 11:37:36,2021-07-04 11:50:23,N,1.0,42,60,1.0,16.0,0.0,0.5,0.0,0.0,,0.3,16.8,1.0,0.0,1.0
T00529,2.0,2021-07-01 11:20:44,2021-07-01 11:21:34,N,1.0,264,264,5.0,2.0,0.0,0.5,0.0,0.0,,0.3,2.8,1.0,0.0,2.0
T01263,2.0,2021-07-01 16:38:06,2021-07-01 16:55:05,N,1.0,74,166,1.0,11.0,1.0,0.5,0.0,0.0,,0.3,12.8,1.0,0.0,2.0
T07795,2.0,2021-07-06 00:25:01,2021-07-06 00:31:57,N,1.0,41,42,1.0,7.0,0.5,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,1.0
T08930,2.0,2021-07-06 16:52:15,2021-07-06 16:57:51,N,1.0,41,74,1.0,5.5,1.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T02344,2.0,2021-07-02 10:09:22,2021-07-02 10:12:42,N,1.0,74,74,1.0,4.0,0.0,0.5,0.0,0.0,,0.3,4.8,1.0,0.0,2.0
T06808,2.0,2021-07-05 12:02:26,2021-07-05 12:24:41,N,1.0,179,179,1.0,24.0,0.0,0.5,0.0,0.0,,0.3,24.8,1.0,0.0,2.0
T08716,1.0,2021-07-06 14:02:38,2021-07-06 14:28:47,Y,1.0,97,195,1.0,18.0,0.5,0.5,5.75,0.0,,0.3,25.05,1.0,0.0,1.0
T04558,2.0,2021-07-03 14:47:59,2021-07-03 14:50:45,N,1.0,75,74,6.0,5.0,0.0,0.5,1.74,0.0,,0.3,7.54,1.0,0.0,1.0
T08033,2.0,2021-07-06 08:06:27,2021-07-06 08:23:57,N,1.0,74,75,1.0,11.5,0.0,0.5,3.69,0.0,,0.3,15.99,1.0,0.0,1.0
T09576,2.0,2021-07-06 23:58:14,2021-07-07 00:05:30,N,1.0,116,166,1.0,7.5,0.5,0.5,1.76,0.0,,0.3,10.56,1.0,0.0,1.0
T01181,2.0,2021-07-01 16:10:59,2021-07-01 16:44:37,N,1.0,66,229,1.0,26.0,1.0,0.5,0.0,0.0,,0.3,30.55,1.0,2.75,2.0
T05045,2.0,2021-07-03 19:34:01,2021-07-03 19:37:01,N,1.0,75,74,1.0,4.5,0.0,0.5,1.32,0.0,,0.3,6.62,1.0,0.0,1.0
T03658,2.0,2021-07-02 20:23:34,2021-07-02 20:37:42,N,1.0,61,72,1.0,10.0,0.5,0.5,0.0,0.0,,0.3,11.3,1.0,0.0,2.0
T05003,2.0,2021-07-03 18:07:45,2021-07-03 18:13:29,N,1.0,247,159,1.0,5.5,0.0,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T03772,2.0,2021-07-02 22:22:08,2021-07-02 22:41:09,N,1.0,75,47,1.0,16.0,0.5,0.5,0.0,0.0,,0.3,17.3,1.0,0.0,2.0
T08355,2.0,2021-07-06 11:57:38,2021-07-06 12:10:48,N,1.0,33,49,1.0,10.0,0.0,0.5,0.0,0.0,,0.3,10.8,1.0,0.0,2.0
T03710,2.0,2021-07-02 21:03:01,2021-07-02 21:04:32,N,1.0,119,247,1.0,3.0,0.5,0.5,0.0,0.0,,0.3,4.3,1.0,0.0,2.0
T00790,2.0,2021-07-01 12:58:27,2021-07-01 13:27:24,N,1.0,18,243,1.0,19.0,0.0,0.5,0.0,0.0,,0.3,19.8,1.0,0.0,1.0
T08231,2.0,2021-07-06 10:30:19,2021-07-06 10:39:48,N,1.0,7,260,1.0,8.0,0.0,0.5,0.0,0.0,,0.3,8.8,1.0,0.0,2.0
T01785,2.0,2021-07-01 21:33:04,2021-07-01 21:42:15,N,1.0,75,263,1.0,7.0,0.5,0.5,2.21,0.0,,0.3,13.26,1.0,2.75,1.0
T02412,2.0,2021-07-02 10:08:57,2021-07-02 10:18:14,N,1.0,75,42,1.0,8.5,0.0,0.5,0.0,0.0,,0.3,9.3,1.0,0.0,2.0
T07481,2.0,2021-07-05 19:49:36,2021-07-05 19:55:56,N,1.0,75,74,1.0,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T03630,2.0,2021-07-02 20:54:24,2021-07-02 21:07:32,N,1.0,41,42,1.0,10.0,0.5,0.5,2.26,0.0,,0.3,13.56,1.0,0.0,1.0
T00601,2.0,2021-07-01 11:30:57,2021-07-01 11:37:07,N,1.0,42,247,1.0,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T06612,2.0,2021-07-05 09:18:05,2021-07-05 09:25:27,N,1.0,130,10,1.0,7.5,0.0,0.5,1.66,0.0,,0.3,9.96,1.0,0.0,1.0
T07438,2.0,2021-07-05 18:50:49,2021-07-05 18:59:18,N,1.0,75,168,1.0,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,1.0,0.0,2.0
T02994,2.0,2021-07-02 15:20:51,2021-07-02 15:31:20,N,1.0,75,141,1.0,9.0,0.0,0.5,0.0,0.0,,0.3,12.55,1.0,2.75,2.0
T03125,2.0,2021-07-02 16:23:27,2021-07-02 16:40:50,N,1.0,153,116,1.0,16.5,1.0,0.5,0.0,0.0,,0.3,18.3,1.0,0.0,2.0
T03589,1.0,2021-07-02 19:41:40,2021-07-02 19:47:20,N,1.0,76,76,1.0,5.5,1.0,0.5,2.15,0.0,,0.3,9.45,1.0,0.0,1.0
T03550,2.0,2021-07-02 19:24:38,2021-07-02 19:25:25,N,1.0,166,166,1.0,2.5,1.0,0.5,0.0,0.0,,0.3,4.3,1.0,0.0,2.0
T02361,2.0,2021-07-02 10:22:01,2021-07-02 10:23:50,N,1.0,74,263,1.0,4.0,0.0,0.5,0.96,0.0,,0.3,5.76,1.0,0.0,1.0
T03568,2.0,2021-07-02 19:59:25,2021-07-02 20:04:19,N,1.0,17,17,1.0,5.5,1.0,0.5,1.46,0.0,,0.3,8.76,1.0,0.0,1.0
T01128,1.0,2021-07-01 15:36:13,2021-07-01 15:58:00,N,1.0,181,181,1.0,13.5,0.0,0.5,0.0,0.0,,0.3,14.3,1.0,0.0,2.0
T02748,2.0,2021-07-02 13:38:24,2021-07-02 14:02:33,N,1.0,166,244,1.0,15.5,0.0,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T04093,2.0,2021-07-03 09:41:19,2021-07-03 09:48:53,N,1.0,41,151,1.0,8.0,0.0,0.5,1.0,0.0,,0.3,9.8,1.0,0.0,1.0
T00900,2.0,2021-07-01 13:49:31,2021-07-01 13:53:21,N,1.0,74,74,1.0,5.0,0.0,0.5,1.74,0.0,,0.3,7.54,1.0,0.0,1.0
T06105,2.0,2021-07-04 17:17:38,2021-07-04 17:22:27,N,1.0,42,42,6.0,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T06820,2.0,2021-07-05 10:06:26,2021-07-05 10:08:41,N,1.0,75,74,1.0,4.5,0.0,0.5,1.06,0.0,,0.3,6.36,1.0,0.0,1.0
T02934,2.0,2021-07-02 14:43:14,2021-07-02 14:59:42,N,1.0,42,119,1.0,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0,2.0
T02330,1.0,2021-07-02 09:47:17,2021-07-02 10:06:37,Y,1.0,82,193,1.0,15.5,0.0,0.5,1.96,0.0,,0.3,18.26,1.0,0.0,1.0
T01529,2.0,2021-07-01 18:49:11,2021-07-01 18:59:35,N,1.0,95,95,1.0,8.5,1.0,0.5,2.06,0.0,,0.3,12.36,1.0,0.0,1.0
T02335,2.0,2021-07-02 09:12:02,2021-07-02 09:26:32,N,1.0,75,48,1.0,14.0,0.0,0.5,0.0,0.0,,0.3,17.55,1.0,2.75,2.0
T00979,1.0,2021-07-01 14:57:46,2021-07-01 15:03:44,N,1.0,41,42,1.0,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T07639,1.0,2021-07-05 21:25:40,2021-07-05 21:31:16,N,1.0,264,264,1.0,6.0,0.5,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,2.0
T00474,2.0,2021-07-01 10:16:39,2021-07-01 11:43:47,N,1.0,173,14,1.0,76.0,0.0,0.5,0.0,6.55,,0.3,83.35,1.0,0.0,1.0
T02960,1.0,2021-07-02 15:00:00,2021-07-02 15:07:39,N,1.0,75,236,1.0,7.0,2.75,0.5,2.1,0.0,,0.3,12.65,1.0,2.75,1.0
T03684,2.0,2021-07-02 20:28:51,2021-07-02 20:53:39,N,1.0,244,68,1.0,27.5,0.5,0.5,6.31,0.0,,0.3,37.86,1.0,2.75,1.0
T00520,2.0,2021-07-01 10:06:28,2021-07-01 10:07:24,N,1.0,74,74,1.0,2.5,0.0,0.5,0.0,0.0,,0.3,3.3,1.0,0.0,2.0
T02437,2.0,2021-07-02 10:04:15,2021-07-02 10:19:32,N,1.0,33,170,1.0,19.0,0.0,0.5,3.0,0.0,,0.3,25.55,1.0,2.75,1.0
T09255,2.0,2021-07-06 18:13:37,2021-07-06 18:19:49,N,1.0,41,74,1.0,6.5,1.0,0.5,0.0,0.0,,0.3,8.3,1.0,0.0,2.0
T02683,2.0,2021-07-02 12:25:19,2021-07-02 12:30:55,N,1.0,95,95,1.0,6.0,0.0,0.5,0.0,0.0,,0.3,6.8,1.0,0.0,2.0
T00477,2.0,2021-07-01 10:21:42,2021-07-01 11:52:03,N,1.0,40,76,1.0,75.0,0.0,0.5,0.0,0.0,,0.3,75.8,1.0,0.0,1.0
T09619,2.0,2021-07-07 00:18:37,2021-07-07 00:32:44,N,1.0,41,243,1.0,15.0,0.5,0.5,0.0,0.0,,0.3,16.3,1.0,0.0,2.0
T05949,1.0,2021-07-04 15:13:17,2021-07-04 15:19:05,N,1.0,166,116,2.0,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,2.0
T07210,2.0,2021-07-05 16:47:51,2021-07-05 17:55:36,N,1.0,19,82,1.0,61.5,0.0,0.5,0.0,0.0,,0.3,62.3,1.0,0.0,1.0
T03956,2.0,2021-07-03 04:33:19,2021-07-03 04:33:25,N,1.0,150,150,1.0,2.5,0.5,0.5,0.0,0.0,,0.3,3.8,1.0,0.0,2.0
T04308,2.0,2021-07-03 11:22:40,2021-07-03 11:29:12,N,1.0,74,74,1.0,6.5,0.0,0.5,1.0,0.0,,0.3,8.3,1.0,0.0,1.0
T00349,2.0,2021-07-01 09:28:08,2021-07-01 09:32:46,N,1.0,7,7,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T08768,2.0,2021-07-06 14:21:38,2021-07-06 14:27:57,N,1.0,74,41,1.0,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,1.0,0.0,1.0
T04608,2.0,2021-07-03 15:12:00,2021-07-03 15:16:35,N,1.0,7,7,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T04168,1.0,2021-07-03 10:58:35,2021-07-03 11:14:37,N,1.0,220,235,1.0,10.2,0.0,0.5,0.0,0.0,,0.3,11.0,1.0,0.0,1.0
T06931,2.0,2021-07-05 14:46:00,2021-07-05 14:53:27,N,1.0,247,247,1.0,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,1.0,0.0,1.0
T09701,2.0,2021-07-07 06:53:19,2021-07-07 08:14:34,N,1.0,19,197,1.0,60.0,0.0,0.5,0.0,0.0,,0.3,60.8,1.0,0.0,1.0
T08506,2.0,2021-07-06 13:02:09,2021-07-06 13:11:48,N,1.0,95,95,3.0,8.0,0.0,0.5,1.76,0.0,,0.3,10.56,1.0,0.0,1.0
T08734,2.0,2021-07-06 14:59:10,2021-07-06 15:07:49,N,1.0,41,151,1.0,7.5,0.0,0.5,2.08,0.0,,0.3,10.38,1.0,0.0,1.0
T03714,2.0,2021-07-02 21:52:17,2021-07-02 21:56:16,N,1.0,75,75,1.0,5.0,0.5,0.5,1.26,0.0,,0.3,7.56,1.0,0.0,1.0
T04762,2.0,2021-07-03 16:52:28,2021-07-03 16:59:32,N,1.0,52,25,1.0,6.0,0.0,0.5,1.36,0.0,,0.3,8.16,1.0,0.0,1.0
T00060,2.0,2021-07-01 05:51:25,2021-07-01 06:17:01,N,1.0,116,107,1.0,28.0,0.5,0.5,6.41,0.0,,0.3,38.46,1.0,2.75,1.0
T09592,2.0,2021-07-06 23:04:48,2021-07-06 23:23:48,N,1.0,75,87,1.0,25.0,0.5,0.5,4.36,0.0,,0.3,33.41,1.0,2.75,1.0
T04978,2.0,2021-07-03 18:10:10,2021-07-03 18:23:08,N,1.0,95,121,1.0,11.0,0.0,0.5,2.36,0.0,,0.3,14.16,1.0,0.0,1.0
T00396,1.0,2021-07-01 09:18:19,2021-07-01 09:37:08,N,1.0,242,168,1.0,16.2,0.0,0.5,0.0,0.0,,0.3,17.0,1.0,0.0,1.0
T00074,2.0,2021-07-01 06:48:04,2021-07-01 07:01:48,N,1.0,127,119,1.0,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,1.0,0.0,2.0
T00107,1.0,2021-07-01 06:00:29,2021-07-01 06:47:14,N,1.0,210,137,1.0,45.2,0.0,0.5,0.0,6.55,,0.3,52.55,1.0,0.0,1.0
T03481,2.0,2021-07-02 18:44:02,2021-07-02 18:49:47,N,1.0,41,116,1.0,6.0,1.0,0.5,1.56,0.0,,0.3,9.36,1.0,0.0,1.0
T06546,2.0,2021-07-05 06:29:18,2021-07-05 07:19:25,N,1.0,152,194,1.0,33.0,0.0,0.5,0.0,6.55,,0.3,40.35,1.0,0.0,1.0
T06236,2.0,2021-07-04 19:33:49,2021-07-04 19:56:54,N,1.0,33,256,1.0,17.0,0.0,0.5,1.0,0.0,,0.3,18.8,1.0,0.0,1.0
T00635,2.0,2021-07-01 11:25:10,2021-07-01 11:28:48,N,1.0,153,127,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
T09444,1.0,2021-07-06 20:10:47,2021-07-06 20:47:36,N,1.0,66,72,1.0,30.0,0.5,0.5,6.25,0.0,,0.3,37.55,1.0,0.0,1.0
T06390,2.0,2021-07-04 21:28:56,2021-07-04 21:50:59,N,1.0,74,50,1.0,20.5,0.5,0.5,7.36,0.0,,0.3,31.91,1.0,2.75,1.0
T01145,2.0,2021-07-01 15:33:30,2021-07-01 16:14:14,N,1.0,95,68,1.0,37.0,0.0,0.5,3.5,6.55,,0.3,50.6,1.0,2.75,1.0
T01410,2.0,2021-07-01 17:37:32,2021-07-01 18:00:45,N,1.0,74,168,1.0,14.0,1.0,0.5,1.0,0.0,,0.3,16.8,1.0,0.0,1.0
T00332,2.0,2021-07-01 09:03:07,2021-07-01 09:14:20,N,1.0,263,194,1.0,13.0,0.0,0.5,0.0,6.55,,0.3,20.35,1.0,0.0,2.0
T01059,2.0,2021-07-01 15:14:09,2021-07-01 15:17:31,N,1.0,41,41,1.0,4.5,0.0,0.5,0.0,0.0,,0.3,5.3,1.0,0.0,2.0
T05637,2.0,2021-07-04 11:24:05,2021-07-04 11:49:55,N,1.0,65,237,1.0,28.0,0.0,0.5,3.0,0.0,,0.3,34.55,1.0,2.75,1.0
T08440,2.0,2021-07-06 12:10:31,2021-07-06 12:27:11,N,1.0,97,225,1.0,12.5,0.0,0.5,0.0,0.0,,0.3,13.3,1.0,0.0,2.0
T06824,2.0,2021-07-05 12:22:21,2021-07-05 12:34:16,N,1.0,74,262,1.0,10.5,0.0,0.5,2.81,0.0,,0.3,16.86,1.0,2.75,1.0
T00806,2.0,2021-07-01 13:40:18,2021-07-01 14:26:35,N,1.0,41,42,1.0,34.5,0.0,0.5,0.0,0.0,,0.3,35.3,1.0,0.0,2.0
T00787,2.0,2021-07-01 12:53:25,2021-07-01 13:01:28,N,1.0,41,238,1.0,7.5,0.0,0.5,0.0,0.0,,0.3,11.05,1.0,2.75,1.0
T00044,2.0,2021-07-01 03:06:14,2021-07-01 03:24:01,N,1.0,95,19,1.0,25.0,0.5,0.5,0.0,0.0,,0.3,26.3,1.0,0.0,2.0
T07288,2.0,2021-07-05 17:47:00,2021-07-05 18:06:53,N,1.0,189,249,1.0,17.0,1.0,0.5,4.31,0.0,,0.3,25.86,1.0,2.75,1.0
T03402,2.0,2021-07-02 18:13:25,2021-07-02 18:29:59,N,1.0,97,61,1.0,13.0,1.0,0.5,0.0,0.0,,0.3,14.8,1.0,0.0,2.0
T01880,2.0,2021-07-01 23:59:55,2021-07-02 00:19:59,N,1.0,255,261,1.0,20.0,0.5,0.5,4.81,0.0,,0.3,28.86,1.0,2.75,1.0
T03162,2.0,2021-07-02 16:44:42,2021-07-02 17:21:33,N,1.0,97,14,1.0,25.0,1.0,0.5,2.0,0.0,,0.3,28.8,1.0,0.0,1.0
T06067,2.0,2021-07-04 17:21:26,2021-07-04 17:31:29,N,1.0,75,239,1.0,9.5,0.0,0.5,0.0,0.0,,0.3,13.05,1.0,2.75,2.0
T09716,2.0,2021-07-07 07:43:09,2021-07-07 07:47:29,N,1.0,255,112,1.0,5.0,0.0,0.5,0.0,0.0,,0.3,5.8,1.0,0.0,2.0
